text,toxic,severe_toxic,obscene,threat,insult,identity_hate
Gg wp,0.056057423,0.0013454938,0.010955856,0.0024915566,0.0250085,0.0037742103
like monkey,0.30565873,0.0062996405,0.07505569,0.01191569,0.13017665,0.018470535
napishi normal`no v chat,0.010973128,0.0003406834,0.0019883192,0.0005964962,0.005393559,0.0009912731
ya raz`ebal eu cherepyshky na spinke tvoej,0.34368503,0.0070556025,0.08772087,0.013067937,0.14724867,0.020509532
V SOLO,0.032149293,0.0008125238,0.006053068,0.0014703304,0.014601133,0.0023062385
id fuckign retarded,0.58822864,0.009704653,0.18772902,0.014485264,0.24675032,0.030669393
good fuckign game,0.01804322,0.0005073816,0.0032704636,0.00090637093,0.008420993,0.0014484401
this team is incompetant as fuck,0.98902416,0.18057169,0.93426305,0.034705278,0.8087608,0.12168385
don't even bother,0.125265,0.0027062728,0.026481166,0.005089498,0.05320909,0.007755346
this team,0.044683516,0.0011320977,0.008597206,0.0020949815,0.020304225,0.0031467825
FUCK THIS IDI0TS,0.99269366,0.25759593,0.9565781,0.041219115,0.84497494,0.14285128
THEY DESERVE -25,0.38104662,0.007932629,0.10257653,0.01468963,0.16576442,0.0234442
pls report thoise two ty ,0.050478917,0.0012775334,0.0099045,0.0023525804,0.02294594,0.0034952727
lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
no way out,0.035304543,0.00088786375,0.0066545773,0.0016071798,0.01598686,0.002506207
lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
wp,0.056057423,0.0013454938,0.010955856,0.0024915566,0.0250085,0.0037742103
"Good luck all, have fun!",0.026972065,0.00072159234,0.004920271,0.0013431124,0.012333016,0.002075493
i had e ready,0.06288622,0.0014766945,0.012295151,0.0027470146,0.027653301,0.0041595725
bs reported,0.10503014,0.0023333826,0.021621505,0.0043546143,0.04535488,0.006511499
wow,0.1938091,0.0039631566,0.043051668,0.0073379795,0.081182644,0.011399451
nice game,0.018820591,0.00052802876,0.003427782,0.0009436651,0.008828955,0.001501742
double mid,0.08187189,0.002009772,0.0165254,0.003820948,0.03672829,0.0054296385
you should kill me,0.9339007,0.070997804,0.6842225,0.03574038,0.5873084,0.086978175
2 vs 1,0.028181149,0.00074184017,0.0052752625,0.0013374934,0.012977793,0.0020804836
life is hard,0.61934495,0.015111533,0.2212335,0.020702278,0.2774022,0.039179206
time,0.068098366,0.0016629471,0.013501101,0.0031138863,0.030530745,0.0045420416
reported,0.10503014,0.0023333826,0.021621505,0.0043546143,0.04535488,0.006511499
nice target,0.0807461,0.001928955,0.016207524,0.0035876245,0.035746753,0.0052063293
nice chrono :D,0.074720725,0.0018063335,0.014717975,0.0033846905,0.033131063,0.0049209716
his mother dead,0.7283819,0.023686355,0.31535557,0.025890807,0.34279263,0.049495637
i thought 1 vs 1 :D,0.030499015,0.0007675557,0.0055269003,0.0013997682,0.013400596,0.0022122303
die,0.837725,0.03685879,0.45432827,0.030076047,0.43734103,0.06361795
your welcome,0.01517013,0.0003964365,0.0027497134,0.00069126673,0.0069926516,0.0011811678
gg wp,0.056057423,0.0013454938,0.010955856,0.0024915566,0.0250085,0.0037742103
fuck doom,0.99269366,0.25759593,0.9565781,0.041219115,0.84497494,0.14285128
reported,0.10503014,0.0023333826,0.021621505,0.0043546143,0.04535488,0.006511499
i only fuck muslim girls,0.9929957,0.28055662,0.96017873,0.045331124,0.85039264,0.15379465
shut up u fucking virign cunt,0.99614584,0.4303468,0.9791526,0.06938649,0.9078077,0.21013947
:D,0.093278855,0.0021693902,0.018928828,0.0041391933,0.041258473,0.005984206
pinky boy = virgin,0.21775147,0.0044990443,0.04952354,0.008378845,0.0922469,0.012734094
lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
lol,0.20061268,0.004136279,0.044791315,0.007656837,0.08456356,0.011706236
u never fucked a girl havent u,0.85787255,0.04491637,0.4837134,0.03700574,0.46296597,0.071664095
muslim ,0.49786684,0.010983814,0.15273884,0.018603638,0.22187006,0.031816613
:D,0.093278855,0.0021693902,0.018928828,0.0041391933,0.041258473,0.005984206
Asshole,0.9903632,0.2228299,0.94270295,0.040698063,0.8213948,0.13565098
reported ,0.10503014,0.0023333826,0.021621505,0.0043546143,0.04535488,0.006511499
if u go age of 100 and still virgin,0.52885747,0.011015898,0.16606376,0.017481787,0.23023215,0.032326423
muslim bad smell pussy..,0.9820354,0.16275343,0.8948735,0.04481155,0.7688175,0.13189587
ill fuck ur mom after this game pinky boy,0.9893323,0.16300853,0.9376844,0.028275229,0.7989044,0.10889715
ur powers were unlocked,0.28462812,0.0050368425,0.066009626,0.009235561,0.11387161,0.01590822
another virgin talking,0.05465091,0.0013351357,0.010762284,0.0024668246,0.024479426,0.0036847198
gg bot,0.07467651,0.0018585632,0.014962597,0.0035058698,0.033591487,0.004987345
we will win this game,0.018037425,0.00050796283,0.003282802,0.00090836984,0.008531103,0.0014585882
i played with am before,0.050564095,0.001287661,0.009810943,0.0023947104,0.023078077,0.0035188943
fuck,0.99269366,0.25759593,0.9565781,0.041219115,0.84497494,0.14285128
yes,0.028752252,0.0007042586,0.005334813,0.0012534251,0.012818264,0.002039046
ure the shittiest player ive ever seen,0.045482367,0.0010471261,0.008374686,0.0019681426,0.019840624,0.0030523255
bagnus want carry,0.13924268,0.003029766,0.029583849,0.005687255,0.059483804,0.008395981
i knew it,0.034978997,0.00089798815,0.0066901883,0.0016191415,0.015991189,0.0024951547
fuck u am u dog cunt,0.9960485,0.44970158,0.97888345,0.07788554,0.91106725,0.2241678
indian,0.07538756,0.0018282476,0.015058278,0.0034389829,0.033633135,0.0049643195
fucking indian fuck,0.9967734,0.40670028,0.98143965,0.054830953,0.9120033,0.18277699
you play me? ,0.11124906,0.0026256396,0.022746608,0.0050571137,0.048743267,0.0071116574
i play ur mom,0.52955884,0.011771779,0.16443211,0.019279156,0.23565814,0.03303215
45 years old,0.1398576,0.002612086,0.028618338,0.0048364257,0.056910105,0.007843497
im 21,0.38642308,0.007959555,0.10321691,0.014847389,0.16791533,0.023720713
i fuck your sister magnus,0.99269366,0.25759593,0.9565781,0.041219115,0.84497494,0.14285128
You play 45 years old?,0.13255468,0.0024822247,0.02681108,0.004585751,0.053724334,0.0074590724
yes,0.028752252,0.0007042586,0.005334813,0.0012534251,0.012818264,0.002039046
its ok,0.031841904,0.0007757602,0.0059258197,0.001389008,0.014271473,0.0022270796
no muslim here pls,0.49786684,0.010983814,0.15273884,0.018603638,0.22187006,0.031816613
i only fuck muslim girls,0.9929957,0.28055662,0.96017873,0.045331124,0.85039264,0.15379465
ask ur mom,0.3295705,0.005061602,0.07583229,0.009393318,0.12904279,0.016826706
i fuk ur mom ez,0.5542992,0.013005467,0.179607,0.020168,0.24691907,0.034802347
no muslim here,0.49786684,0.010983814,0.15273884,0.018603638,0.22187006,0.031816613
gg top fuck u all,0.99409986,0.31009665,0.96573424,0.048715513,0.8640916,0.1635733
fuck am so noob guys,0.9915981,0.24145399,0.95229685,0.03977769,0.83368784,0.1385674
ur mom is 30 years old ?,0.378513,0.006410779,0.098607,0.011651232,0.15623401,0.021093572
ill fuck her,0.99269366,0.25759593,0.9565781,0.041219115,0.84497494,0.14285128
is a joke,0.06338757,0.0015110932,0.012534918,0.002767613,0.028092718,0.0041292068
Later,0.024147322,0.000638777,0.0045182477,0.0011389593,0.011166763,0.0018173965
solo supp is fucking],0.9937171,0.2761875,0.96227187,0.04141143,0.855975,0.14554755
dog,0.4216824,0.008785381,0.1189042,0.016132804,0.18541992,0.026333502
see later,0.024147322,0.000638777,0.0045182477,0.0011389593,0.011166763,0.0018173965
ok,0.031841904,0.0007757602,0.0059258197,0.001389008,0.014271473,0.0022270796
laTER AFTER I FUCK UR MOM,0.9895167,0.17742765,0.93711436,0.03429449,0.8111142,0.12073604
gg magnus later on am,0.024147322,0.000638777,0.0045182477,0.0011389599,0.011166763,0.0018173965
relax ill fuck am's mom later,0.98254484,0.10988749,0.90334016,0.021544468,0.7427175,0.0863692
am mom is ez as fuck,0.99269366,0.25759593,0.9565781,0.041219115,0.84497494,0.14285128
fucking ripple,0.9937171,0.2761875,0.96227187,0.04141143,0.855975,0.14554755
fucking pinoy,0.9937171,0.2761875,0.96227187,0.04141143,0.855975,0.14554755
gg bot,0.07467651,0.0018585632,0.014962597,0.0035058698,0.033591487,0.004987345
|LOl,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
Fuck u,0.99409986,0.31009665,0.96573424,0.048715513,0.8640916,0.1635733
wp,0.056057423,0.0013454938,0.010955856,0.0024915566,0.0250085,0.0037742103
Suck your dick,0.9922466,0.29244384,0.95394903,0.056133445,0.84534705,0.1694588
wp noob,0.056057423,0.0013454938,0.010955856,0.0024915566,0.0250085,0.0037742103
i fuck you jug later,0.98254484,0.10988749,0.90334016,0.021544466,0.7427174,0.086369164
lets see ill fuck am's mom,0.98899895,0.18203317,0.9341913,0.035273224,0.80933577,0.123303145
am mon already dead,0.3472554,0.0070946277,0.08964049,0.013130127,0.1490961,0.021130769
i fuck gigi hadid,0.99269366,0.25759593,0.9565781,0.041219115,0.84497494,0.14285128
Ask his mom,0.030387994,0.0007448707,0.005645361,0.0013324927,0.013578727,0.0021555698
wait,0.054576132,0.0013506571,0.010627814,0.0025013671,0.024540495,0.0037378555
come noob,0.35666183,0.007421668,0.09223154,0.013928373,0.15391402,0.02148281
afraid dog,0.32426032,0.006062134,0.07957575,0.011304951,0.13642314,0.0186086
guys commend me,0.21981758,0.0045393645,0.050094783,0.008440393,0.09238109,0.012896893
u read that wrong bro,0.24594657,0.003976925,0.054801926,0.006787594,0.09171056,0.012878172
u read it wrong again ,0.24594663,0.003976925,0.054801904,0.006787594,0.091710575,0.012878172
:D,0.093278855,0.0021693902,0.018928828,0.0041391933,0.041258473,0.005984206
forget blink,0.03187995,0.00079060247,0.005955731,0.0014206809,0.014344855,0.0022754213
0 2 dog,0.4216824,0.008785381,0.1189042,0.016132804,0.18541992,0.026333502
watch me late,0.028897516,0.00083111547,0.005377169,0.0015512266,0.013775197,0.002308458
R,0.17205063,0.0036757942,0.03754482,0.0068723126,0.07297562,0.010298391
okay,0.041699417,0.0010601064,0.008003033,0.0019448495,0.018984638,0.0029421565
ok,0.031841904,0.0007757602,0.0059258197,0.001389008,0.014271473,0.0022270796
ahha wrong tp',0.055551216,0.0013407297,0.010883832,0.0024678656,0.024694331,0.0037167312
ill watch u later,0.19894211,0.0030850794,0.041686863,0.0052621597,0.07322762,0.010146725
after i fuck ur mom,0.99375945,0.29640165,0.96363693,0.04658976,0.85871357,0.15774062
ok noob ?,0.031841904,0.0007757602,0.0059258197,0.001389008,0.014271473,0.0022270796
only watch dont fight,0.1255991,0.002577706,0.025140831,0.004850446,0.052014966,0.007640058
dumb fuck am,0.9941567,0.320606,0.96463734,0.054277036,0.8661913,0.1731882
fuck u monkey dog,0.99382365,0.31863102,0.9655387,0.052492674,0.86392057,0.17173398
this mag kid,0.09245322,0.0021211011,0.018841213,0.0039780657,0.040408015,0.005856273
ure noob as fuck,0.99269366,0.25759593,0.9565781,0.041219115,0.84497494,0.14285128
come noob,0.356662,0.0074216714,0.09223157,0.013928373,0.15391402,0.02148281
Fuck u,0.99409986,0.31009665,0.96573424,0.048715513,0.8640916,0.1635733
ks kill,0.9339007,0.070997804,0.6842225,0.03574038,0.5873084,0.086978175
See me later,0.024147322,0.000638777,0.0045182477,0.0011389593,0.011166763,0.0018173965
ill see ur mom later,0.16487223,0.0026347833,0.033949837,0.004592571,0.061281163,0.008569371
paper,0.023670327,0.00060447486,0.0043657403,0.0010665287,0.010756198,0.001758033
paper ahahahha,0.023670327,0.00060447486,0.0043657403,0.0010665287,0.010756198,0.001758033
of cours am so paper,0.023670327,0.00060447486,0.0043657403,0.0010665287,0.010756198,0.001758033
2 hit like a creeps,0.26832822,0.005348933,0.0626802,0.010277829,0.11399929,0.015996855
i kill you pa and mag whatch me,0.9339007,0.070997804,0.6842225,0.03574038,0.5873084,0.086978175
ill watch ur mom suck my dick,0.98975134,0.24114129,0.9384158,0.055000566,0.8254298,0.1618052
and cum inside her mouth,0.12818645,0.0028367576,0.027105998,0.00529736,0.055113744,0.00780873
watch me nae nae,0.05725053,0.0014256102,0.011294318,0.0026537473,0.025862481,0.0039014977
lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
die pudge,0.837725,0.03685879,0.45432827,0.030076047,0.43734103,0.06361795
Die,0.837725,0.0368588,0.45432836,0.030076047,0.43734103,0.06361795
Sad,0.24720964,0.005081956,0.057839666,0.009451371,0.10427036,0.014501828
lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
im richer than u,0.7226221,0.022751117,0.29963857,0.0263827,0.33908772,0.04857959
pls go fuck ur mother,0.99458873,0.33876872,0.96918374,0.054979652,0.8756333,0.1776505
ez game,0.023195935,0.00062788004,0.004334374,0.0011304688,0.010886897,0.0017849513
how long  am,0.04096606,0.0010726685,0.007906985,0.0019742253,0.018967204,0.0029596244
Fuck u,0.99409986,0.31009665,0.96573424,0.048715513,0.8640916,0.1635733
hes too fucking noob thats why,0.9926668,0.25979137,0.95824116,0.04041031,0.8447673,0.14214243
run  gay,0.76911867,0.025472663,0.3468635,0.026492465,0.3742986,0.05336621
how long am boy,0.12561654,0.00249459,0.02527965,0.004640324,0.05209691,0.007314783
LOL,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
sad,0.24720964,0.005081956,0.057839666,0.009451371,0.10427036,0.014501828
come well,0.35666183,0.007421668,0.09223154,0.013928373,0.15391402,0.02148281
howe long im waiting,0.10300748,0.0020587523,0.020246403,0.0037360874,0.041713502,0.0062825447
lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
see later,0.024147322,0.000638777,0.0045182477,0.0011389593,0.011166763,0.0018173965
Die,0.837725,0.03685879,0.45432827,0.030076047,0.43734103,0.06361795
told u dis am is a dog shit,0.971289,0.13279037,0.8393678,0.0492738,0.717537,0.12694895
noobest dog ever,0.4216824,0.008785381,0.1189042,0.016132804,0.18541992,0.026333502
sneaky bastard,0.9896321,0.21595858,0.9379057,0.04157236,0.8155278,0.1359854
:D,0.093278855,0.0021693902,0.018928828,0.0041391933,0.041258473,0.005984206
 am fat on mega creeps,0.85469794,0.03966893,0.48647678,0.030119332,0.45716703,0.06555648
pasok pa d2,0.093278855,0.0021693902,0.018928828,0.0041391933,0.041258473,0.005984206
oky ill back pudge just wait your death,0.09778765,0.0020915521,0.019468196,0.003890014,0.041667446,0.0060249525
|wag ka na mag english,0.017676296,0.00049080426,0.0032487293,0.0008622372,0.008287526,0.0014118925
AM FAT NOW,0.85469794,0.03966893,0.48647678,0.030119332,0.45716703,0.06555648
im scared,0.38642308,0.007959555,0.10321691,0.014847389,0.16791533,0.023720713
Die,0.837725,0.03685879,0.45432827,0.030076047,0.43734103,0.06361795
im not noob like u dog,0.7986765,0.034770757,0.3947872,0.03447801,0.4026387,0.06349173
end,0.029429328,0.0007606761,0.005545208,0.0013747999,0.013465722,0.002155968
WIN,0.07345911,0.0017830321,0.014540272,0.0033891534,0.03304672,0.004907361
ded dog,0.4216824,0.008785381,0.1189042,0.016132804,0.18541992,0.026333502
TALK PUDGE IF YOU WIN,0.03289379,0.0008408052,0.005914259,0.0015621381,0.014847975,0.0024149998
saddest dog ever,0.4216824,0.008785381,0.1189042,0.016132804,0.18541992,0.026333502
am? why run?> hahahaha,0.0964942,0.0022600375,0.01983335,0.0043064114,0.04279065,0.0062154047
Bid dick evevr,0.9467519,0.08029757,0.7328223,0.035322126,0.61900705,0.09054004
see later ?,0.024147322,0.000638777,0.0045182477,0.0011389593,0.011166763,0.0018173965
"HAHA MATAPANG BAYANG NASA BASE NAG TAGO,..",0.06428435,0.001566906,0.012655514,0.0029194078,0.02874246,0.004302633
my score is better than u noob dog,0.6640657,0.016649146,0.24575914,0.022029465,0.30105537,0.041190725
SEE LATER ???,0.024147322,0.000638777,0.0045182477,0.0011389593,0.011166763,0.0018173965
NOOB DOG,0.4216824,0.008785381,0.1189042,0.016132804,0.18541992,0.026333502
commend ur am,0.5542992,0.013005467,0.179607,0.020168,0.24691907,0.034802347
WOW,0.1938091,0.0039631566,0.043051668,0.0073379795,0.081182644,0.011399451
gg ancient,0.017785663,0.0005163993,0.003317877,0.00092598767,0.008571288,0.0014615608
lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
Wp pudge,0.056057423,0.0013454938,0.010955856,0.0024915566,0.0250085,0.0037742103
nice hooks,0.0807461,0.001928955,0.016207524,0.0035876245,0.035746753,0.0052063293
gg wp,0.056057423,0.0013454938,0.010955856,0.0024915566,0.0250085,0.0037742103
wp,0.056057423,0.0013454938,0.010955856,0.0024915566,0.0250085,0.0037742103
nice ulti,0.0807461,0.001928955,0.016207524,0.0035876245,0.035746753,0.0052063293
wp,0.056057423,0.0013454938,0.010955856,0.0024915566,0.0250085,0.0037742103
hi :),0.025902377,0.00068309053,0.004818244,0.0012237285,0.011925373,0.0019491897
im on youtube,0.107398726,0.0019876275,0.021245588,0.0035377315,0.042008337,0.0061634663
have fun,0.074053325,0.0017991209,0.014762433,0.0034126262,0.03310248,0.0048912717
lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
end,0.029429328,0.0007606761,0.005545208,0.0013747999,0.013465722,0.002155968
IDIOT TEAM,0.92355055,0.04949916,0.6557088,0.024541704,0.5491122,0.0709456
report lifestyler,0.050478917,0.0012775334,0.0099045,0.0023525804,0.02294594,0.0034952727
report life ty,0.53511626,0.0107277315,0.16706336,0.01708321,0.23432921,0.032058228
reporten al life styler,0.5664665,0.011957007,0.18381651,0.018193198,0.24910834,0.03417946
por favor,0.12805215,0.00282743,0.026618898,0.005357306,0.0552567,0.007871011
manda su url de steam,0.03625418,0.000938602,0.0069599417,0.0017083163,0.016621735,0.0026025563
I think clock is zolo,0.105409324,0.0023763934,0.021669535,0.0044507813,0.045672704,0.006597611
fackin HELL,0.7878435,0.028869228,0.3791708,0.027247032,0.3887498,0.05571367
ur mom,0.5542992,0.013005467,0.179607,0.020168,0.24691907,0.034802347
didnt you unpause for us?,0.10580965,0.0024287112,0.021618893,0.004574127,0.04583687,0.00665464
gg wp,0.056057423,0.0013454938,0.010955856,0.0024915566,0.0250085,0.0037742103
y,0.13346212,0.002917396,0.028270945,0.0054841256,0.057337888,0.008171627
boring game,0.023195935,0.00062788004,0.004334374,0.0011304688,0.010886897,0.0017849513
gg wp,0.056057423,0.0013454938,0.010955856,0.0024915566,0.0250085,0.0037742103
i won,0.106845506,0.0023868538,0.022006588,0.0045057763,0.046479095,0.0066304384
:D,0.093278855,0.0021693902,0.018928828,0.0041391933,0.041258473,0.005984206
G,0.12168441,0.002676229,0.02556762,0.005013345,0.0523832,0.0074415477
u lost,0.4970333,0.0098629845,0.14692727,0.016882513,0.21444649,0.03062075
GG WP,0.056057423,0.0013454938,0.010955856,0.0024915566,0.0250085,0.0037742103
report butcher thx,0.050478917,0.0012775334,0.0099045,0.0023525804,0.02294594,0.0034952727
gg wp,0.05605745,0.0013454944,0.010955856,0.0024915566,0.025008509,0.0037742087
nice ult ,0.0807461,0.001928955,0.016207524,0.0035876245,0.035746753,0.0052063293
stop crying mate,0.42395973,0.008875729,0.11780553,0.016591296,0.18715046,0.026852261
nice cores,0.0807461,0.001928955,0.016207524,0.0035876245,0.035746753,0.0052063293
gg way too ez,0.035304543,0.00088786375,0.0066545773,0.0016071798,0.01598686,0.002506207
win,0.07345911,0.0017830321,0.014540272,0.0033891534,0.03304672,0.004907361
lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
NECRO IS FOR FAGGOTS,0.96035403,0.098757945,0.7873725,0.03783268,0.6623891,0.10064458
fuck you,0.99269366,0.25759593,0.9565781,0.041219115,0.84497494,0.14285128
lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
fuck you mirana,0.99269366,0.25759593,0.9565781,0.041219115,0.84497494,0.14285128
u menya carry papich,0.67093396,0.018659336,0.25525224,0.023428755,0.30667442,0.043189876
V ITOGE CLOCK > lvl chem od,0.032149293,0.0008125238,0.006053068,0.0014703304,0.014601133,0.0023062385
YA IM GOVORUU,0.49111134,0.010901772,0.14830211,0.01906712,0.21917586,0.031502645
V ITOGE TOTAL FREE CLOCK,0.0273962,0.00071756734,0.0049764886,0.0013179673,0.012462459,0.0020608215
+ YA BEZ FARMA,0.34368503,0.0070556025,0.08772087,0.013067937,0.14724867,0.020509532
Ya ne dlya togo,0.34368497,0.0070556058,0.08772091,0.013067931,0.14724861,0.020509528
4tob v vihodnoi,0.032149293,0.0008125238,0.006053068,0.0014703304,0.014601133,0.0023062385
why ulti so late medusa,0.042057384,0.00111313,0.008037977,0.0020857856,0.019650897,0.0030612755
Why u have problem with me when u people lose the game,0.5823727,0.010157066,0.19113521,0.014869753,0.23967545,0.031302005
Noone pushing only farming,0.08814837,0.0021182387,0.01790509,0.0040172166,0.039122704,0.005747897
Go play tetris not turbo,0.11124906,0.0026256396,0.022746608,0.0050571137,0.048743267,0.0071116574
f,0.63824874,0.016715234,0.2354065,0.021778872,0.28891522,0.04026056
lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
smoking now while i wait,0.054576132,0.0013506571,0.010627814,0.0025013671,0.024540495,0.0037378555
report sf,0.050478917,0.0012775334,0.0099045,0.0023525804,0.02294594,0.0034952727
oh rluy,0.2544728,0.005189203,0.06013909,0.009611558,0.107381836,0.014922343
im just wondering,0.07118846,0.0011784638,0.013295326,0.0019891388,0.026203856,0.0037936103
aim me more dog,0.4216824,0.008785381,0.1189042,0.016132804,0.18541992,0.026333502
E Z,0.15980469,0.0035225882,0.03429194,0.0067278463,0.06892561,0.009711851
p Z,0.10058644,0.0023923374,0.020494297,0.004595984,0.04455194,0.006494989
you think,0.105409324,0.0023763934,0.021669535,0.0044507813,0.045672704,0.006597611
you are 7k?,0.1989698,0.0041037607,0.04438315,0.0076296795,0.08429066,0.011592062
8k?,0.1989698,0.0041037607,0.04438315,0.0076296795,0.08429066,0.011592062
Wo da Jesus,0.13041474,0.0028545829,0.027586056,0.0053334325,0.056034293,0.007973117
[Developer] behavior_score: C,0.055431105,0.0013779642,0.010884392,0.0025454755,0.025028994,0.0037403263
no god,0.21854831,0.004650806,0.04919154,0.00888471,0.09273886,0.01314908
end,0.029429328,0.0007606761,0.005545208,0.0013747999,0.013465722,0.002155968
nice smoke at night,0.04948466,0.0012350872,0.00952057,0.002254861,0.022069821,0.0033938
end pls,0.029429328,0.0007606761,0.005545208,0.0013747999,0.013465722,0.002155968
why u play,0.5667953,0.01300485,0.1832616,0.020148383,0.2491766,0.035995524
if talk about,0.019474117,0.0005617145,0.0036053548,0.0010116242,0.009449005,0.001559178
"they talk shit none stop, ignore them",0.94879436,0.07110133,0.7518446,0.030803524,0.6225279,0.08704063
report,0.050478917,0.0012775334,0.0099045,0.0023525804,0.02294594,0.0034952727
ez rotate and you lose side),0.21215159,0.0045501725,0.047779415,0.008672808,0.090472646,0.012742387
report ty,0.050478917,0.0012775334,0.0099045,0.0023525804,0.02294594,0.0034952727
end not emd,0.029429328,0.0007606761,0.005545208,0.0013747999,0.013465722,0.002155968
gg wp,0.056057423,0.0013454938,0.010955856,0.0024915566,0.0250085,0.0037742103
easy,0.039729454,0.0010312939,0.0075826254,0.001890655,0.018153375,0.0028453195
report brood pls,0.050478917,0.0012775334,0.0099045,0.0023525804,0.02294594,0.0034952727
easy mnid,0.039729454,0.0010312939,0.0075826254,0.001890655,0.018153375,0.0028453195
easy game,0.015055011,0.00044339913,0.00273038,0.00078807026,0.0072491695,0.00127391
report sf,0.050478917,0.0012775334,0.0099045,0.0023525804,0.02294594,0.0034952727
Easy,0.039729454,0.0010312939,0.0075826254,0.001890655,0.018153375,0.0028453195
like potm,0.30565873,0.0062996405,0.07505569,0.01191569,0.13017665,0.018470535
hes blowing his cat,0.08961592,0.0021130685,0.018242352,0.003948618,0.03937613,0.0057635764
lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
is his cat a pussy ?,0.98212105,0.152201,0.8958022,0.038775872,0.7648266,0.12001878
come on :D,0.23393553,0.004576551,0.053461358,0.008685391,0.09744794,0.01372605
bitch pls,0.9915701,0.24003965,0.95014805,0.041062884,0.8334701,0.13930638
report him,0.050478917,0.0012775334,0.0099045,0.0023525804,0.02294594,0.0034952727
next wanker ,0.86772525,0.042108342,0.51048434,0.030375363,0.47228196,0.06791011
omg im so done,0.38642308,0.007959555,0.10321691,0.014847389,0.16791533,0.023720713
with this shit,0.97420686,0.12771569,0.8532902,0.03829407,0.7169505,0.11116558
report this shit sandking,0.95590705,0.08221893,0.7727306,0.03293568,0.64840275,0.091929786
do guys pass the cat to the next person ?,0.07171025,0.0015887492,0.013604823,0.0029227133,0.030184122,0.00461305
blow blow blow the car,0.057243887,0.0014529465,0.011209608,0.0027518196,0.026113529,0.0039491076
cat*,0.08961592,0.0021130685,0.018242352,0.003948618,0.03937613,0.0057635764
you have to put your dick in tuna,0.9467519,0.08029757,0.7328223,0.035322126,0.61900705,0.09054004
im next,0.38642308,0.007959555,0.10321691,0.014847389,0.16791533,0.023720713
heady cat ,0.08961592,0.0021130685,0.018242352,0.003948618,0.03937613,0.0057635764
g?,0.12168441,0.002676229,0.02556762,0.005013345,0.0523832,0.0074415477
and cat chooses you,0.08961592,0.0021130685,0.018242352,0.003948618,0.03937613,0.0057635764
gimme pussy,0.98648214,0.18640503,0.91982764,0.04056754,0.79134786,0.12780021
let sk leave for rmk,0.17555183,0.0033116983,0.03680866,0.006167212,0.07223079,0.009906685
H. ANNES has a small dick,0.897667,0.048862476,0.58676416,0.031017642,0.52635705,0.0732123
nice try,0.07204262,0.001738462,0.014116282,0.0032422862,0.03187086,0.0047648116
come oooon,0.35666183,0.007421668,0.09223154,0.013928373,0.15391402,0.02148281
let him leave,0.17555183,0.0033116983,0.03680866,0.006167212,0.07223079,0.009906685
dota update he sais,0.014145723,0.00041998067,0.0026480576,0.0007456441,0.006855033,0.001201485
report him ,0.050478917,0.0012775334,0.0099045,0.0023525804,0.02294594,0.0034952727
if he not returns we can do another game,0.023195935,0.00062788004,0.004334374,0.0011304688,0.010886897,0.0017849513
the fuck,0.99269366,0.25759593,0.9565781,0.041219115,0.84497494,0.14285128
ty for wait,0.054576132,0.0013506571,0.010627814,0.0025013671,0.024540495,0.0037378555
let us lose in dignity,0.133736,0.0027316175,0.026939146,0.005251914,0.055954438,0.0079600895
deutscher :D,0.093278855,0.0021693902,0.018928828,0.0041391933,0.041258473,0.005984206
:D,0.093278855,0.0021693902,0.018928828,0.0041391933,0.041258473,0.005984206
ernst jungs :D,0.093278855,0.0021693902,0.018928828,0.0041391933,0.041258473,0.005984206
wp,0.056057423,0.0013454938,0.010955856,0.0024915566,0.0250085,0.0037742103
lol,0.20061275,0.0041362774,0.044791296,0.0076568406,0.08456356,0.011706231
better buy midas to secure lategame,0.04898143,0.0012217101,0.009569862,0.0022579653,0.022213433,0.0033706338
nice gameplay,0.0807461,0.001928955,0.016207524,0.0035876245,0.035746753,0.0052063293
what's your mmr on your main brood ,0.029508747,0.00079021195,0.005614832,0.0014417788,0.013726418,0.0022268032
MY TEAM 4 DOGS,0.044683516,0.0011320977,0.008597206,0.0020949815,0.020304225,0.0031467825
impossible,0.024230909,0.0006017906,0.004425331,0.0010563703,0.010868853,0.001746831
dogs pick,0.057609882,0.0014273762,0.011242907,0.0026642326,0.026107607,0.0039155227
